,id,longitud,latitud,cluster
0,1001,-3670894011026,40440937887961,266
1,1002,-3671185423520,40507342227705,25
2,1003,-3671260560327,40479429913320,135
3,1006,-3663364154866,40483306045405,117
4,1009,-3652180524547,40414053027017,249
5,1010,-3651896052690,40463252469827,29
6,1011,-3633466918166,40400137245921,126
7,1012,-3633219410282,40403810253889,126
8,1013,-3634021325046,40462640205792,51
9,1014,-3633387127439,40385413734041,3
10,1015,-3633079697584,40433563839481,5
11,1016,-3633050622237,40407835943327,26
12,1017,-3633140054366,40429779443785,163
13,1018,-3634050790998,40432422396207,5
14,1019,-3609814703288,40448275194187,78
15,1020,-3609691744446,40422125720729,161
16,1021,-3616634567385,40459301061323,9
17,1022,-3616231068174,40405272650153,40
18,1023,-3616180221618,40442470577211,274
19,1024,-3616122956973,40406935391856,40
20,1025,-3615207566993,40444674007756,274
21,1026,-3616158714917,40459885404413,9
22,1027,-3616286167890,40459513772331,9
23,1028,-3615428504636,40463791095975,9
24,1029,-3615945312686,40463081324090,9
25,1030,-3615919898822,40457549674950,9
26,1031,-3621941967636,40436772650202,39
27,1032,-3621149737368,40454886092887,100
28,1033,-3621342818513,40455066099950,100
29,1034,-3621658609592,40442355450278,248
30,1035,-3622167110255,40417268532612,137
31,1036,-3622083719923,40390360063322,165
32,1037,-3621698360426,40435402573788,267
33,1038,-3630169851704,40425943377126,66
34,1039,-3625890387996,40406561771674,26
35,1040,-3625832350811,40384326094408,165
36,1041,-3630179517369,40409478795069,26
37,1042,-3633406811606,40384255920287,3
38,1043,-3633578612783,40404944684416,126
39,1044,-3652000595979,40449958862013,287
40,1045,-3633675976086,40432046586861,5
41,1046,-3651534364263,40374371362908,177
42,1047,-3651291936458,40414118637143,249
43,1048,-3698755215664,40350351988718,22
44,1049,-3712474845022,40482160007887,6
45,1050,-3700108093243,40417090799558,133
46,1052,-3711129118133,40451415534947,136
47,3395,-3640458131987,40465296670649,252
48,3396,-3640462647917,40461905949488,51
49,3397,-3640635676514,40461070315601,51
50,3398,-3660178399316,40427427882294,79
51,3399,-3660181338524,40460689557537,225
52,3400,-3660251370236,40417567187912,218
53,3401,-3724139224530,40414880037600,44
54,3402,-3724556987462,40424110277618,106
55,3403,-3743994927046,40456404763327,289
56,3404,-3665566333639,40507808272545,277
57,3405,-3664765151450,40482523110773,247
58,3406,-3666472435808,40452274294071,153
59,3407,-3637301722908,40437040884817,129
60,3408,-3656635860803,40445896164900,16
61,3409,-3640991158500,40432425434064,213
62,3410,-3729464171467,40428967257115,240
63,3411,-3735729221752,40390239159020,224
64,3412,-3655744012131,40422219506584,27
65,3413,-3655727947007,40493494820048,182
66,3414,-3661587095993,40440870718561,234
67,3415,-3661638009421,40432094062528,79
68,3416,-3661732246352,40394411945169,219
69,3417,-3722677171201,40419889461507,191
70,3418,-3722731847998,40429972783303,255
71,3419,-3649915314319,40449834121629,287
72,3420,-3665972751989,40443045172256,253
73,3421,-3693432105808,40405356909420,297
74,3423,-3693442598987,40490561629781,270
75,3424,-3699451915447,40418205972816,133
76,3425,-3699462619677,40402884938136,87
77,3426,-3699493380751,40451898146857,2
78,3427,-3699578008224,40476027269934,37
79,3428,-3668748104047,40423773795107,47
80,3430,-3679972279056,40458504386126,58
81,3431,-3701910967618,40394497967582,53
82,3432,-3712743146881,40420870322507,13
83,3433,-3646213235702,40434000631732,50
84,3434,-3679595873345,40420711927759,114
85,3435,-3679809650537,40467616343441,98
86,3436,-3738306661005,40434177737974,205
87,3437,-3651302019293,40381874264672,60
88,3438,-3651317459094,40374584480532,177
89,3439,-3735778158555,40435917470513,205
90,3440,-3654118274762,40404109133509,192
91,3442,-3661964625971,40438523363096,234
92,3443,-3662171462555,40391007715205,152
93,3444,-3723014426215,40471095985132,89
94,3445,-3667009782405,40496596051899,111
95,3446,-3666660946357,40505668659605,277
96,3447,-3682129597821,40441758148798,200
97,3448,-3694743511750,40468762366966,189
98,3449,-3695059991670,40451198749443,131
99,3452,-3697510433964,40474833603200,37
100,3453,-3697519021027,40505075484352,194
101,3454,-3700918745781,40403052296428,87
102,3455,-3700979001932,40403098679258,87
103,3456,-3700983129546,40371086680250,211
104,3457,-3712904265622,40453623367450,136
105,3458,-3712969674009,40421729071214,13
106,3459,-3712970068072,40483362891146,6
107,3460,-3653966165457,40454797598157,184
108,3461,-3654425449262,40453575955785,184
109,3462,-3714968978402,40397367959514,243
110,3463,-3603104218586,40424175153685,14
111,3464,-3603175291177,40438505062537,134
112,3465,-3607400042905,40435759451229,134
113,3466,-3607443449958,40367415887706,20
114,3467,-3607608175768,40434569919411,134
115,3468,-3640379861938,40441759437215,272
116,3469,-3640390212048,40465241867605,252
117,3470,-3651652230952,40449842786028,287
118,3471,-3738447485126,40473631321462,21
119,3472,-3653558290618,40467925870572,29
120,3473,-3653559883252,40424456331834,245
121,3474,-3659970857864,40435669667504,179
122,3475,-3737170281103,40477205084481,21
123,3476,-3723050462810,40403119543933,18
124,3477,-3723075489575,40394010238037,186
125,3478,-3723075691894,40418233915259,191
126,3479,-3680919338056,40452505862847,116
127,3480,-3665752726831,40403717829258,168
128,3481,-3684341950374,40470146402823,157
129,3482,-3715945757197,40479177762406,6
130,3483,-3727803863001,40426858503737,106
131,3484,-3727812868529,40490753248910,48
132,3485,-3671471660836,40431206459981,110
133,3486,-3695500904457,40446724258071,217
134,3487,-3685133174120,40515610925571,64
135,3488,-3747974132337,40474547627012,167
136,3489,-3748499471049,40384960430882,221
137,3490,-3748937335848,40403723336927,169
138,3491,-3749061410278,40362660893614,36
139,3492,-3749279209945,40377087314607,127
140,3493,-3749305850978,40377108205531,127
141,3494,-3770685603024,40393617545756,113
142,3495,-3772771819555,40399064278661,202
143,3496,-3777286914282,40364057860871,107
144,3497,-3678881722222,40453032803930,116
145,3498,-3735039849663,40375276042921,259
146,3499,-3735925180247,40385758425377,224
147,3500,-3735955403238,40473116033668,21
148,3501,-3661036276317,40437051954679,179
149,3502,-3661040179786,40439174019958,234
150,3503,-3661067509442,40414112241914,218
151,3504,-3661129832529,40485731441395,117
152,3505,-3738875371962,40409321385829,262
153,3506,-3739064907438,40377226652673,259
154,3507,-3739305246997,40435093649296,205
155,3508,-3688697480448,40408220711969,115
156,3509,-3712348824436,40374524629656,94
157,3510,-3756091204054,40362579442508,193
158,3511,-3701082240207,40457924896001,207
159,3512,-3651909773006,40450249556555,287
160,3513,-3734900736016,40373812144017,259
161,3514,-3654119399657,40442149974188,254
162,3515,-3739480867807,40476895350435,21
163,3516,-3739522377555,40377923225085,259
164,3517,-3680935695689,40387558828079,201
165,3518,-3695627979655,40419811306095,283
166,3519,-3712775678207,40439873947064,238
167,3520,-3712784347216,40469273662822,151
168,3521,-3771974258841,40394129238047,113
169,3522,-3737787228280,40437845018844,205
170,3523,-3600913501206,40434033986212,232
171,3524,-3652919607208,40442129571713,254
172,3525,-3660838681181,40502338842126,63
173,3526,-3660876775924,40485259764954,117
174,3527,-3667065389999,40401870796155,168
175,3528,-3673979632325,40467873502140,101
176,3529,-3701968252023,40394231192849,53
177,3530,-3711857251362,40470602741674,151
178,3531,-3766923748537,40390859107610,113
179,3532,-3767406101316,40370202277105,228
180,3533,-3767698585461,40380090739539,17
181,3536,-3772480691506,40376863158716,185
182,3538,-3779365898556,40453364210738,158
183,3539,-3772379288421,40394040854729,113
184,3542,-3663239090910,40466847462470,103
185,3544,-3662657701545,40443980634157,16
186,3545,-3662760230300,40474124766337,55
187,3546,-3633960521124,40432122368180,5
188,3551,-3683926144869,40458723035294,130
189,3553,-3731100011383,40406585406349,99
190,3554,-3658450499638,40393217719536,219
191,3555,-3658420713509,40487316879462,198
192,3556,-3718537908569,40429916065156,255
193,3557,-3703700306211,40448514524683,265
194,3558,-3768336058297,40399080689383,56
195,3559,-3768521330898,40391228172666,113
196,3560,-3770299749370,40392666482587,113
197,3561,-3772929253860,40396490208267,202
198,3562,-3679427168985,40434593027481,138
199,3563,-3613166277214,40434249121946,96
200,3564,-3617636128753,40460228225460,9
201,3565,-3628208423289,40383303399728,284
202,3566,-3641917150921,40429615550420,172
203,3567,-3642080661940,40388275516635,209
204,3568,-3642134806924,40396121230436,95
205,3569,-3645188839459,40429187167583,172
206,3570,-3663555410045,40421050292304,210
207,3571,-3664537131943,40440997060854,234
208,3572,-3681054371037,40394563410211,67
209,3573,-3683738081801,40398608448032,67
210,3574,-3683210711896,40467331114665,98
211,3576,-3683986950451,40361389185009,81
212,3577,-3744102233573,40386292113034,221
213,3578,-3668963277912,40421422474831,47
214,3579,-3691726844905,40422132092997,230
215,3580,-3696522426691,40390145852830,236
216,3581,-3696603240593,40385751913952,77
217,3582,-3581622395086,40471179103269,24
218,3583,-3699616584680,40382713802499,273
219,3584,-3699650768697,40429202523497,203
220,3585,-3606712961730,40370755830075,20
221,3586,-3606746863783,40404056960908,121
222,3587,-3667783995721,40400672158953,220
223,3588,-3657303590058,40421747255886,27
224,3589,-3657363385440,40455338807615,184
225,3590,-3728169871615,40385271176287,45
226,3591,-3659630173406,40471313224930,214
227,3592,-3659646690893,40435274269886,179
228,3593,-3672702360801,40423016795105,47
229,3594,-3672709925785,40484920571247,135
230,3595,-3655285096651,40496144869343,182
231,3596,-3657052299974,40438901896266,254
232,3597,-3769017024180,40391675546026,113
233,3598,-3770251227929,40392699881947,113
234,3599,-3770293498927,40392782686031,113
235,3600,-3773065082067,40395205494422,202
236,3601,-3621948631895,40390245174533,165
237,3602,-3622749623708,40396526766648,108
238,3603,-3623487013474,40455635927128,100
239,3604,-3660784867831,40444278174430,16
240,3605,-3661151623410,40437539427780,179
241,3606,-3664196809908,40508185203405,277
242,3607,-3690488211628,40453478315480,215
243,3608,-3690990434025,40439063206918,49
244,3609,-3715907340348,40337649957232,70
245,3610,-3716937795491,40481708545203,6
246,3611,-3748577967269,40385955052825,221
247,3612,-3691987927406,40465424420217,189
248,3613,-3692051763261,40456214078399,215
249,3614,-3741232780062,40386150779971,8
250,3615,-3741844500338,40476078814165,21
251,3616,-3705333633962,40404277141150,139
252,3618,-3736352446120,40410570068706,156
253,3619,-3631996823054,40460335089777,173
254,3620,-3632107415410,40462621120314,173
255,3621,-3626998917595,40422653533105,66
256,3622,-3637393726154,40399202487922,126
257,3623,-3647427992343,40433469892492,50
258,3624,-3647438674211,40428882351579,172
259,3625,-3648988618067,40446774120619,69
260,3626,-3649038620090,40435767652369,50
261,3627,-3649065727745,40412222853945,149
262,3628,-3731932855153,40373532438017,124
263,3629,-3732354358081,40400362954143,99
264,3630,-3666507550078,40447185977284,253
265,3631,-3666588851128,40403674189067,168
266,3632,-3666590071492,40404775761274,168
267,3633,-3683761590615,40445675938518,200
268,3634,-3683249565226,40436265502540,19
269,3635,-3683394537820,40458589275007,130
270,3636,-3720139204054,40369922590179,196
271,3637,-3742232897844,40475340825188,21
272,3638,-3654414605036,40492462029429,182
273,3639,-3654767622552,40457567652302,184
274,3640,-3742487949815,40372972166620,71
275,3641,-3742582179976,40363477271213,36
276,3642,-3696101240837,40377296771132,199
277,3643,-3669392779525,40459880921593,233
278,3644,-3672865011398,40480016847777,135
279,3645,-3672960630731,40478860497383,135
280,3646,-3675013235050,40434093943270,110
281,3647,-3675562962538,40427116021079,110
282,3648,-3685763522778,40504835025547,241
283,3649,-3685815638185,40490115557543,144
284,3650,-3652378066171,40450800304698,287
285,3651,-3651838295791,40444345831866,254
286,3652,-3625470557441,40450663521086,100
287,3653,-3601529386061,40453935917349,180
288,3654,-3601789329191,40367521455303,141
289,3655,-3682700757769,40383706633952,201
290,3656,-3689041046123,40416468651277,150
291,3657,-3689109799506,40464275561493,157
292,3658,-3689295372719,40385727075334,174
293,3659,-3690740262083,40484444490320,142
294,3660,-3690813558691,40450109192482,239
295,3661,-3702264268899,40404545480770,87
296,3662,-3697358420236,40474835970389,37
297,3663,-3697540744145,40488058854122,122
298,3664,-3706959971400,40393050882652,53
299,3665,-3707036847969,40463477803300,279
300,3666,-3707252872001,40349489065078,22
301,3667,-3698299939909,40455972707347,2
302,3668,-3698375704069,40459551819313,207
303,3669,-3612902342745,40421749530871,161
304,3670,-3613132917754,40420530998956,161
305,3671,-3617287212776,40379603475446,68
306,3672,-3624194816636,40447770009068,248
307,3674,-3638705930587,40430059211836,5
308,3675,-3651466096115,40374471935632,177
309,3676,-3651469974868,40374116659931,177
310,3677,-3671393120447,40387119168416,31
311,3678,-3725490839106,40422267608426,106
312,3679,-3707161488264,40379154067260,28
313,3680,-3709032714206,40372506385859,94
314,3681,-3709476837196,40450343325635,136
315,3682,-3666982182443,40463323805044,233
316,3683,-3601564093282,40368123357625,141
317,3684,-3681504365633,40458523971158,58
318,3685,-3681825621223,40422113918121,54
319,3686,-3681837972035,40397119803148,67
320,3687,-3683598801549,40431654052998,235
321,3688,-3716459917257,40430972162276,208
322,3689,-3660422590201,40434782521363,179
323,3690,-3660432677798,40431402550269,79
324,3691,-3604363579469,40366026328086,141
325,3692,-3605779085297,40384401741119,260
326,3693,-3635878924721,40435046894436,5
327,3694,-3636099831666,40477840745033,84
328,3695,-3687467264507,40383194342867,41
329,3696,-3687539934605,40494330568375,144
330,3697,-3668463703296,40398795299694,220
331,3698,-3707572344240,40425581356399,160
332,3699,-3713125811680,40454692917809,136
333,3700,-3712530685874,40407849212694,212
334,3702,-3729836047612,40405473971535,99
335,3703,-3783837856274,40460917520041,227
336,3704,-3783951295077,40462115621427,227
337,3705,-3783964621823,40461353036689,227
338,3706,-3792304462548,40378282891121,62
339,3707,-3736281396050,40476990464294,21
340,3708,-3655593789214,40432849060905,293
341,3709,-3707120101450,40396247688163,53
342,3710,-3707135585645,40421069840977,291
343,3711,-3707537946877,40498457476391,268
344,3712,-3671079410136,40456959815160,12
345,3713,-3670506596621,40499975937274,154
346,3714,-3670690045025,40435540141702,43
347,3715,-3640029025116,40394421644718,95
348,3716,-3640182550336,40396090887326,95
349,3717,-3640211596803,40476391642005,84
350,3718,-3604383322203,40424683023528,14
351,3719,-3604484344790,40407331539968,121
352,3720,-3677798424733,40391451065329,146
353,3721,-3688265610399,40483222174756,142
354,3722,-3611093917080,40428003095898,96
355,3723,-3710404456617,40452417897907,136
356,3724,-3614180888836,40438890608078,274
357,3725,-3615868678551,40441759624238,274
358,3726,-3621553869081,40435428969608,267
359,3727,-3737979926490,40477217327149,21
360,3728,-3740377191044,40392667808817,112
361,3729,-3584751019095,40442779963461,42
362,3730,-3624523246268,40384648133382,165
363,3731,-3624579677929,40419473713203,137
364,3732,-3624888127332,40416882838287,137
365,3733,-3654589265704,40404019119825,192
366,3734,-3654815328915,40423543395524,27
367,3735,-3654888332489,40435610873412,293
368,3737,-3657517958550,40392192586628,219
369,3738,-3657913254173,40416982461756,218
370,3739,-3659886845157,40438564394134,234
371,3740,-3659896990320,40427257030738,79
372,3741,-3659925833910,40483157843659,117
373,3742,-3683073211475,40480223729958,15
374,3743,-3694685491669,40368958996537,75
375,3744,-3696579388375,40450868086792,131
376,3745,-3626558145295,40432541475917,267
377,3746,-3626762781419,40452078759989,100
378,3747,-3626797865039,40459390674048,173
379,3748,-3637263842899,40476945120859,84
380,3749,-3719684463012,40384260007851,109
381,3750,-3719789905962,40374039759794,196
382,3751,-3698683135743,40487960211915,122
383,3752,-3687160424542,40474954480051,65
384,3753,-3700675196632,40475318937553,37
385,3754,-3667238827369,40475243688150,55
386,3755,-3667340626866,40460173608618,233
387,3756,-3673140219588,40455122549436,12
388,3757,-3676932249527,40442155473954,86
389,3758,-3600429876603,40432699071704,232
390,3759,-3600793237117,40364277261763,141
391,3760,-3704172894645,40439705202121,164
392,3761,-3783417082551,40384765685468,271
393,3762,-3783536504916,40455863081291,7
394,3763,-3783606626033,40377387231127,148
395,3764,-3722585316754,40384542098162,109
396,3765,-3620258987008,40433527844887,267
397,3767,-3655563945898,40454848916537,184
398,3768,-3665569666680,40462100616409,233
399,3769,-3692685206086,40467571262565,189
400,3770,-3713750873658,40421589056254,13
401,3771,-3713899748628,40441683875342,238
402,3772,-3715823876233,40347229787867,258
403,3773,-3696776175739,40460245611332,207
404,3774,-3667532692391,40451427326520,153
405,3775,-3673087763507,40438621904881,266
406,3776,-3673115521337,40444823044172,86
407,3777,-3680024215033,40423569110029,114
408,3778,-3680094323984,40451711775671,116
409,3780,-3705578818218,40454706207124,119
410,3781,-3684556176227,40475180467823,65
411,3782,-3687635975372,40427889982775,159
412,3783,-3687666328002,40467760790734,157
413,3784,-3689586978328,40386282916912,174
414,3785,-3689726061865,40361713284247,292
415,3786,-3693153723331,40394180017810,236
416,3787,-3710793809937,40484628050453,171
417,3788,-3710253898607,40480904098901,175
418,3789,-3711070000911,40477938347793,175
419,3790,-3698071434813,40446559887262,217
420,3791,-3676606556956,40393872726953,146
421,3792,-3693320777289,40406302341900,297
422,3793,-3693322671531,40459183523218,33
423,3794,-3712397063195,40469531066139,151
424,3795,-3712409164133,40478642755127,175
425,3796,-3713000515848,40421581446890,13
426,3797,-3778759935949,40453642178736,158
427,3798,-3668426735418,40452392035872,153
428,3799,-3747614083429,40404581631742,4
429,3800,-3747735449605,40378595723461,127
430,3801,-3754234780126,40488349244394,140
431,3802,-3645501235350,40386810464629,209
432,3803,-3645631432402,40446025685350,69
433,3804,-3702705551136,40398404008155,53
434,3805,-3702712688203,40429891261739,203
435,3806,-3709518507593,40406200907070,139
436,3807,-3631485076689,40439705657915,129
437,3808,-3704692164392,40404405920057,139
438,3809,-3704733267298,40432438478834,203
439,3810,-3702993980793,40391168451950,53
440,3811,-3702994532549,40391637656832,53
441,3812,-3702886022708,40480166367562,97
442,3813,-3709245113442,40421652676523,291
443,3814,-3709031121140,40432867441623,295
444,3815,-3748846581255,40377615221940,127
445,3816,-3749703813379,40468116419456,167
446,3817,-3746558172369,40372917732956,127
447,3818,-3746687811213,40461357486258,145
448,3819,-3746790848054,40374788989055,127
449,3820,-3746834159914,40406824301542,4
450,3821,-3758952593706,40384999899784,132
451,3822,-3759074060011,40385016280663,132
452,3823,-3759489584313,40392577763384,105
453,3824,-3656926610894,40410705890883,82
454,3825,-3656928059044,40439984072507,254
455,3826,-3780737923528,40452438589781,158
456,3827,-3780272596952,40460693364283,118
457,3828,-3780322338693,40453584431411,158
458,3829,-3656804341309,40472329822862,214
459,3830,-3718386306424,40420378060099,191
460,3831,-3679432544825,40465588606275,98
461,3832,-3691978089010,40400191121410,93
462,3833,-3703578900546,40449888632129,265
463,3834,-3697608600498,40398746155562,1
464,3835,-3663439497935,40473607112516,55
465,3836,-3768214762966,40372958263966,228
466,3837,-3772306357975,40394042668925,113
467,3838,-3773069128988,40399212308281,202
468,3839,-3773129000662,40374819044312,185
469,3840,-3740067853100,40366976269395,285
470,3841,-3664877367840,40464339637821,103
471,3842,-3673088608880,40440455654102,266
472,3843,-3771807810940,40365359254059,107
473,3844,-3607860717229,40422465592880,14
474,3845,-3623890877454,40418534686335,137
475,3846,-3628224103539,40378769874312,284
476,3847,-3635260854784,40385317794858,3
477,3848,-3638813951401,40476908970248,84
478,3849,-3648737128408,40397468125160,52
479,3850,-3659833127982,40502435767580,63
480,3851,-3667802578296,40512018080832,25
481,3852,-3687732937432,40458926112830,130
482,3854,-3684840344358,40426374096753,54
483,3855,-3685698542579,40501650709389,92
484,3856,-3706876498368,40481506687961,171
485,3857,-3707003680318,40345946159217,216
486,3858,-3708286927061,40420700980329,291
487,3859,-3709804257951,40394984492068,74
488,3860,-3712351741331,40425278240139,13
489,3861,-3713738208574,40425458190586,13
490,3862,-3715330195656,40473977805048,151
491,3863,-3731411224765,40430689757911,240
492,3864,-3737605916016,40434357953096,205
493,3865,-3739092679804,40376172973327,259
494,3866,-3747562900775,40395623299501,112
495,3867,-3585144171345,40446235811284,42
496,3868,-3593465369753,40446865263821,261
497,3869,-3594466615618,40403901598911,257
498,3870,-3605592001159,40446066089506,78
499,3871,-3606921752846,40424986239544,14
500,3872,-3607124484132,40371674433404,20
501,3873,-3608325325717,40409101160793,298
502,3874,-3609229653347,40405628467982,298
503,3875,-3612259213920,40450678534552,78
504,3876,-3612473658379,40421152443755,161
505,3877,-3613161585624,40436908943809,96
506,3878,-3621203551472,40397580476867,108
507,3880,-3622018765874,40436820598563,39
508,3881,-3622131825051,40390098228344,165
509,3882,-3623825223233,40433858898336,267
510,3883,-3624076786168,40442618433918,248
511,3884,-3625551044905,40453731038790,100
512,3885,-3626260830648,40457625132310,100
513,3886,-3626643145192,40450750268118,100
514,3887,-3629259355169,40411461045834,26
515,3888,-3647754978375,40429408179971,172
516,3889,-3647900004797,40484168242935,0
517,3890,-3648254194747,40493711633160,182
518,3891,-3630571627353,40409012634810,26
519,3892,-3634265165587,40428547120427,163
520,3893,-3636566105956,40466335670603,252
521,3894,-3636794192780,40462657425801,51
522,3895,-3638437513338,40462437146741,51
523,3896,-3638591908153,40395564558952,95
524,3897,-3638859479987,40431075389094,5
525,3898,-3639104086400,40431867553909,5
526,3899,-3639538781677,40437214335973,129
527,3900,-3640729712541,40430289072329,172
528,3901,-3641088584339,40386449374008,209
529,3902,-3642011155968,40410497473484,176
530,3903,-3642282481433,40391450864863,209
531,3904,-3644978300553,40429036604658,172
532,3905,-3645018141741,40389475453749,209
533,3906,-3645606337139,40427186724177,172
534,3907,-3646253960303,40408385554751,149
535,3908,-3646467509217,40476650652065,72
536,3909,-3652815577073,40404152023766,192
537,3910,-3652983184560,40404233455868,192
538,3911,-3653112640965,40382726751290,60
539,3912,-3654588348661,40404379689077,192
540,3913,-3654918988799,40421874182346,27
541,3914,-3654941314524,40442637993272,254
542,3915,-3655016585066,40475821727789,214
543,3916,-3655055987441,40421566377348,27
544,3917,-3655428268990,40423223771362,27
545,3918,-3655720160593,40498361488486,63
546,3919,-3657588882186,40469778018524,214
547,3920,-3658495178936,40457962959862,184
548,3921,-3658895792314,40390882856957,219
549,3922,-3659253602518,40431880615426,79
550,3923,-3659620154146,40423705997946,210
551,3924,-3659810169416,40410729855991,82
552,3925,-3659951962930,40482949177566,117
553,3926,-3660203551492,40501268264538,63
554,3927,-3660528183378,40427266517813,79
555,3928,-3660679642097,40445767575798,16
556,3929,-3660825052276,40459658143290,225
557,3930,-3664262913142,40388419139170,152
558,3931,-3664669549785,40395699217718,61
559,3932,-3665202979322,40432616144544,264
560,3933,-3665277383244,40406488418927,168
561,3934,-3665376753336,40460191786863,233
562,3935,-3665769538001,40461982173438,233
563,3936,-3665928844290,40403950938703,168
564,3937,-3666357477644,40403823129155,168
565,3938,-3666468362960,40479564318109,247
566,3939,-3666518938039,40446658594881,253
567,3940,-3666600103389,40468473063927,103
568,3941,-3667005445788,40401745063336,168
569,3942,-3667179390270,40446401750385,253
570,3943,-3667709342502,40443624679651,253
571,3944,-3667747214236,40437812807908,43
572,3945,-3667983540019,40498424361780,111
573,3946,-3668068851971,40429449774700,264
574,3947,-3668638135821,40466414380710,103
575,3948,-3668961354998,40501356774302,154
576,3949,-3687183748037,40479850976777,142
577,3950,-3672881633102,40403411341164,286
578,3951,-3687427484878,40365782581236,81
579,3952,-3673313906318,40433351083801,110
580,3953,-3674704217642,40348227772592,120
581,3954,-3674822903938,40393663634944,146
582,3956,-3675274101859,40411060210694,125
583,3957,-3688323275486,40430501869182,159
584,3958,-3675966400813,40348984125523,120
585,3959,-3677273647355,40474302043355,195
586,3960,-3677546066261,40483871881490,135
587,3961,-3678789782569,40424951179472,114
588,3962,-3680072727412,40426305692740,114
589,3963,-3680133342221,40425972435880,114
590,3964,-3680189030800,40447728429201,116
591,3965,-3680229935626,40462485735135,58
592,3966,-3680556528335,40463737933825,98
593,3967,-3680809355245,40394706771159,67
594,3968,-3681142676363,40386803859813,201
595,3969,-3681208249489,40356736609462,275
596,3970,-3681555971812,40441404104312,200
597,3971,-3682754296130,40484214631187,15
598,3972,-3683396754418,40383609383029,201
599,3973,-3683723909339,40437748534397,19
600,3974,-3683775602200,40476411537097,65
601,3975,-3684012238556,40400556677793,67
602,3976,-3684014217318,40426742622271,54
603,3977,-3684117338802,40376952789164,41
604,3978,-3684124052634,40438552840528,19
605,3979,-3684316948980,40422809241771,54
606,3980,-3684777202927,40480444413836,142
607,3981,-3685141898578,40458782313180,130
608,3982,-3685616967505,40507305370059,241
609,3983,-3688880859898,40414324189797,150
610,3985,-3689356975115,40384851070415,174
611,3986,-3689400858743,40402778209615,93
612,3987,-3689456358815,40387327493137,174
613,3989,-3689702879614,40462748559596,33
614,3992,-3689960688973,40479235581833,142
615,3993,-3690087188965,40407835386006,115
616,3994,-3690123320177,40457238282581,215
617,3995,-3690483590082,40458611602768,33
618,3996,-3691051685034,40435140745427,128
619,3997,-3691749061459,40442514673600,49
620,3998,-3692377810282,40402951422084,93
621,3999,-3692436690658,40420338327277,230
622,4000,-3692818596567,40465255306470,189
623,4001,-3693206618928,40412061791382,150
624,4002,-3694222156104,40369107570356,75
625,4003,-3694336581723,40406355452139,297
626,4004,-3694577718381,40464723854762,189
627,4005,-3695325579347,40395163247721,1
628,4006,-3695912840393,40394004919554,1
629,4008,-3696112774506,40446521419655,217
630,4009,-3696163727899,40380067614675,273
631,4010,-3696192692063,40379989025033,273
632,4011,-3696268261869,40399956021703,1
633,4012,-3696290542526,40391991308459,236
634,4013,-3696319731834,40463618343076,189
635,4014,-3685770346596,40474162379516,65
636,4015,-3696683180001,40418702826029,283
637,4016,-3697058765752,40405016296803,297
638,4017,-3697335473303,40438337765099,223
639,4018,-3700310194821,40497473471709,30
640,4019,-3700488331288,40497557411733,30
641,4020,-3705031538005,40405401983222,139
642,4021,-3700692220493,40349641976625,22
643,4022,-3700945269997,40452717395492,2
644,4023,-3701032038810,40483255819789,294
645,4024,-3701409042429,40434259499865,59
646,4025,-3701518622240,40406144427275,87
647,4026,-3701579780075,40488949386992,122
648,4027,-3702463233005,40479108164123,97
649,4028,-3702829593822,40419435735804,133
650,4029,-3703191678725,40429204762874,203
651,4030,-3703403262162,40450480990383,265
652,4031,-3703772608642,40477804253084,97
653,4032,-3703798929497,40502314110808,85
654,4033,-3703829658474,40392423844711,53
655,4034,-3704460676173,40355688035454,242
656,4035,-3704799776505,40371500227787,211
657,4036,-3705552403698,40393780059561,53
658,4037,-3705792555202,40455667493026,119
659,4038,-3709804769985,40432902074392,295
660,4039,-3706026993537,40464947472239,279
661,4040,-3706160324042,40348556794867,22
662,4041,-3706732028154,40429766951563,203
663,4042,-3706762485930,40429719922738,203
664,4043,-3706871350303,40393596865010,53
665,4044,-3706964803944,40396307848459,53
666,4045,-3707264206221,40406901485901,139
667,4046,-3708110380816,40394369303931,53
668,4047,-3708958162247,40456950462468,83
669,4048,-3709093080643,40478415052949,175
670,4049,-3740993022497,40409892527108,262
671,4050,-3740785779599,40409729191007,262
672,4051,-3741094133051,40409699778235,262
673,4052,-3712712187105,40458954185725,83
674,4053,-3712717664991,40404163991352,212
675,4054,-3712923259824,40423533047671,13
676,4055,-3713005118874,40397520302097,74
677,4056,-3741085314390,40373446599323,71
678,4057,-3713014634657,40421825329159,13
679,4058,-3713488338306,40457932892131,83
680,4059,-3741129974187,40476868697636,21
681,4060,-3714473289153,40458182131326,83
682,4061,-3714788097117,40337682287874,70
683,4062,-3714868387932,40472458483005,151
684,4063,-3715683584669,40429669774518,208
685,4064,-3715888113293,40440443100398,238
686,4066,-3717134719555,40451273771296,136
687,4067,-3717504164026,40410016982134,250
688,4068,-3717791288359,40427705103100,208
689,4069,-3718641553439,40470821522959,151
690,4070,-3719670971771,40460630821528,46
691,4071,-3719795356388,40374895452793,196
692,4072,-3720037186610,40399618060255,243
693,4073,-3720305001089,40369997286638,196
694,4074,-3720757259426,40419124385949,191
695,4075,-3721928501884,40420442979126,191
696,4076,-3722029697257,40403796651714,18
697,4077,-3722512894081,40472623830702,89
698,4078,-3733334666450,40433019201921,240
