id;longitud;latitud
3710;-3707135585645;40421069840977
3711;-3707537946877;40498457476391
3712;-3671079410136;40456959815160
3713;-3670506596621;40499975937274
3714;-3670690045025;40435540141702
3715;-3640029025116;40394421644718
3716;-3640182550336;40396090887326
3717;-3640211596803;40476391642005
3718;-3604383322203;40424683023528
3719;-3604484344790;40407331539968
3720;-3677798424733;40391451065329
3721;-3688265610399;40483222174756
3722;-3611093917080;40428003095898
3723;-3710404456617;40452417897907
3724;-3614180888836;40438890608078
3725;-3615868678551;40441759624238
3726;-3621553869081;40435428969608
3727;-3737979926490;40477217327149
3728;-3740377191044;40392667808817
3729;-3584751019095;40442779963461
3730;-3624523246268;40384648133382
3731;-3624579677929;40419473713203
3732;-3624888127332;40416882838287
3733;-3654589265704;40404019119825
3734;-3654815328915;40423543395524
3735;-3654888332489;40435610873412
3737;-3657517958550;40392192586628
3738;-3657913254173;40416982461756
3739;-3659886845157;40438564394134
3740;-3659896990320;40427257030738
3741;-3659925833910;40483157843659
3742;-3683073211475;40480223729958
3743;-3694685491669;40368958996537
3744;-3696579388375;40450868086792
3745;-3626558145295;40432541475917
3746;-3626762781419;40452078759989
3747;-3626797865039;40459390674048
3748;-3637263842899;40476945120859
3749;-3719684463012;40384260007851
3750;-3719789905962;40374039759794
3751;-3698683135743;40487960211915
3752;-3687160424542;40474954480051
3753;-3700675196632;40475318937553
3754;-3667238827369;40475243688150
3755;-3667340626866;40460173608618
3756;-3673140219588;40455122549436
3757;-3676932249527;40442155473954
3758;-3600429876603;40432699071704
3759;-3600793237117;40364277261763
3760;-3704172894645;40439705202121
3761;-3783417082551;40384765685468
3762;-3783536504916;40455863081291
3763;-3783606626033;40377387231127
3764;-3722585316754;40384542098162
3765;-3620258987008;40433527844887
3767;-3655563945898;40454848916537
3768;-3665569666680;40462100616409
3769;-3692685206086;40467571262565
3770;-3713750873658;40421589056254
3771;-3713899748628;40441683875342
3772;-3715823876233;40347229787867
3773;-3696776175739;40460245611332
3774;-3667532692391;40451427326520
3775;-3673087763507;40438621904881
3776;-3673115521337;40444823044172
3777;-3680024215033;40423569110029
3778;-3680094323984;40451711775671
3780;-3705578818218;40454706207124
3781;-3684556176227;40475180467823
3782;-3687635975372;40427889982775
3783;-3687666328002;40467760790734
3784;-3689586978328;40386282916912
3785;-3689726061865;40361713284247
3786;-3693153723331;40394180017810
3787;-3710793809937;40484628050453
3788;-3710253898607;40480904098901
3789;-3711070000911;40477938347793
3790;-3698071434813;40446559887262
3791;-3676606556956;40393872726953
3792;-3693320777289;40406302341900
3793;-3693322671531;40459183523218
3794;-3712397063195;40469531066139
3795;-3712409164133;40478642755127
3796;-3713000515848;40421581446890
3797;-3778759935949;40453642178736
3798;-3668426735418;40452392035872
3799;-3747614083429;40404581631742
3800;-3747735449605;40378595723461
3801;-3754234780126;40488349244394
3802;-3645501235350;40386810464629
3803;-3645631432402;40446025685350
3804;-3702705551136;40398404008155
3805;-3702712688203;40429891261739
3806;-3709518507593;40406200907070
3807;-3631485076689;40439705657915
3808;-3704692164392;40404405920057
3809;-3704733267298;40432438478834
3810;-3702993980793;40391168451950
3811;-3702994532549;40391637656832
3812;-3702886022708;40480166367562
3813;-3709245113442;40421652676523
3814;-3709031121140;40432867441623
3815;-3748846581255;40377615221940
3816;-3749703813379;40468116419456
3817;-3746558172369;40372917732956
3818;-3746687811213;40461357486258
3819;-3746790848054;40374788989055
3820;-3746834159914;40406824301542
3821;-3758952593706;40384999899784
3822;-3759074060011;40385016280663
3823;-3759489584313;40392577763384
3824;-3656926610894;40410705890883
3825;-3656928059044;40439984072507
3826;-3780737923528;40452438589781
3827;-3780272596952;40460693364283
3828;-3780322338693;40453584431411
3829;-3656804341309;40472329822862
3830;-3718386306424;40420378060099
3831;-3679432544825;40465588606275
3832;-3691978089010;40400191121410
3833;-3703578900546;40449888632129
3834;-3697608600498;40398746155562
3835;-3663439497935;40473607112516
3836;-3768214762966;40372958263966
3837;-3772306357975;40394042668925
3838;-3773069128988;40399212308281
3839;-3773129000662;40374819044312
3840;-3740067853100;40366976269395
3841;-3664877367840;40464339637821
3842;-3673088608880;40440455654102
3843;-3771807810940;40365359254059
3844;-3607860717229;40422465592880
3845;-3623890877454;40418534686335
3846;-3628224103539;40378769874312
3847;-3635260854784;40385317794858
3848;-3638813951401;40476908970248
3849;-3648737128408;40397468125160
3850;-3659833127982;40502435767580
3851;-3667802578296;40512018080832
3852;-3687732937432;40458926112830
3854;-3684840344358;40426374096753
3855;-3685698542579;40501650709389
3856;-3706876498368;40481506687961
3857;-3707003680318;40345946159217
3858;-3708286927061;40420700980329
3859;-3709804257951;40394984492068
3860;-3712351741331;40425278240139
3861;-3713738208574;40425458190586
3862;-3715330195656;40473977805048
3863;-3731411224765;40430689757911
3864;-3737605916016;40434357953096
3865;-3739092679804;40376172973327
3866;-3747562900775;40395623299501
3867;-3585144171345;40446235811284
3868;-3593465369753;40446865263821
3869;-3594466615618;40403901598911
3870;-3605592001159;40446066089506
3871;-3606921752846;40424986239544
3872;-3607124484132;40371674433404
3873;-3608325325717;40409101160793
3874;-3609229653347;40405628467982
3875;-3612259213920;40450678534552
3876;-3612473658379;40421152443755
3877;-3613161585624;40436908943809
3878;-3621203551472;40397580476867
3880;-3622018765874;40436820598563
3881;-3622131825051;40390098228344
3882;-3623825223233;40433858898336
3883;-3624076786168;40442618433918
3884;-3625551044905;40453731038790
3885;-3626260830648;40457625132310
3886;-3626643145192;40450750268118
3887;-3629259355169;40411461045834
3888;-3647754978375;40429408179971
3889;-3647900004797;40484168242935
3890;-3648254194747;40493711633160
3891;-3630571627353;40409012634810
3892;-3634265165587;40428547120427
3893;-3636566105956;40466335670603
3894;-3636794192780;40462657425801
3895;-3638437513338;40462437146741
3896;-3638591908153;40395564558952
3897;-3638859479987;40431075389094
3898;-3639104086400;40431867553909
3899;-3639538781677;40437214335973
3900;-3640729712541;40430289072329
3901;-3641088584339;40386449374008
3902;-3642011155968;40410497473484
3903;-3642282481433;40391450864863
3904;-3644978300553;40429036604658
3905;-3645018141741;40389475453749
3906;-3645606337139;40427186724177
3907;-3646253960303;40408385554751
3908;-3646467509217;40476650652065
3909;-3652815577073;40404152023766
3910;-3652983184560;40404233455868
3911;-3653112640965;40382726751290
3912;-3654588348661;40404379689077
3913;-3654918988799;40421874182346
3914;-3654941314524;40442637993272
3915;-3655016585066;40475821727789
3916;-3655055987441;40421566377348
3917;-3655428268990;40423223771362
3918;-3655720160593;40498361488486
3919;-3657588882186;40469778018524
3920;-3658495178936;40457962959862
3921;-3658895792314;40390882856957
3922;-3659253602518;40431880615426
3923;-3659620154146;40423705997946
3924;-3659810169416;40410729855991
3925;-3659951962930;40482949177566
3926;-3660203551492;40501268264538
3927;-3660528183378;40427266517813
3928;-3660679642097;40445767575798
3929;-3660825052276;40459658143290
3930;-3664262913142;40388419139170
3931;-3664669549785;40395699217718
3932;-3665202979322;40432616144544
3933;-3665277383244;40406488418927
3934;-3665376753336;40460191786863
3935;-3665769538001;40461982173438
3936;-3665928844290;40403950938703
3937;-3666357477644;40403823129155
3938;-3666468362960;40479564318109
3939;-3666518938039;40446658594881
3940;-3666600103389;40468473063927
3941;-3667005445788;40401745063336
3942;-3667179390270;40446401750385
3943;-3667709342502;40443624679651
3944;-3667747214236;40437812807908
3945;-3667983540019;40498424361780
3946;-3668068851971;40429449774700
3947;-3668638135821;40466414380710
3948;-3668961354998;40501356774302
3949;-3687183748037;40479850976777
3950;-3672881633102;40403411341164
3951;-3687427484878;40365782581236
3952;-3673313906318;40433351083801
3953;-3674704217642;40348227772592
3954;-3674822903938;40393663634944
3956;-3675274101859;40411060210694
3957;-3688323275486;40430501869182
3958;-3675966400813;40348984125523
3959;-3677273647355;40474302043355
3960;-3677546066261;40483871881490
3961;-3678789782569;40424951179472
3962;-3680072727412;40426305692740
3963;-3680133342221;40425972435880
3964;-3680189030800;40447728429201
3965;-3680229935626;40462485735135
3966;-3680556528335;40463737933825
3967;-3680809355245;40394706771159
3968;-3681142676363;40386803859813
3969;-3681208249489;40356736609462
3970;-3681555971812;40441404104312
3971;-3682754296130;40484214631187
3972;-3683396754418;40383609383029
3973;-3683723909339;40437748534397
3974;-3683775602200;40476411537097
3975;-3684012238556;40400556677793
3976;-3684014217318;40426742622271
3977;-3684117338802;40376952789164
3978;-3684124052634;40438552840528
3979;-3684316948980;40422809241771
3980;-3684777202927;40480444413836
3981;-3685141898578;40458782313180
3982;-3685616967505;40507305370059
3983;-3688880859898;40414324189797
3985;-3689356975115;40384851070415
3986;-3689400858743;40402778209615
3987;-3689456358815;40387327493137
3989;-3689702879614;40462748559596
3992;-3689960688973;40479235581833
3993;-3690087188965;40407835386006
3994;-3690123320177;40457238282581
3995;-3690483590082;40458611602768
3996;-3691051685034;40435140745427
3997;-3691749061459;40442514673600
3998;-3692377810282;40402951422084
3999;-3692436690658;40420338327277
4000;-3692818596567;40465255306470
4001;-3693206618928;40412061791382
4002;-3694222156104;40369107570356
4003;-3694336581723;40406355452139
4004;-3694577718381;40464723854762
4005;-3695325579347;40395163247721
4006;-3695912840393;40394004919554
4008;-3696112774506;40446521419655
4009;-3696163727899;40380067614675
4010;-3696192692063;40379989025033
4011;-3696268261869;40399956021703
4012;-3696290542526;40391991308459
4013;-3696319731834;40463618343076
4014;-3685770346596;40474162379516
4015;-3696683180001;40418702826029
4016;-3697058765752;40405016296803
4017;-3697335473303;40438337765099
4018;-3700310194821;40497473471709
4019;-3700488331288;40497557411733
4020;-3705031538005;40405401983222
4021;-3700692220493;40349641976625
4022;-3700945269997;40452717395492
4023;-3701032038810;40483255819789
4024;-3701409042429;40434259499865
4025;-3701518622240;40406144427275
4026;-3701579780075;40488949386992
4027;-3702463233005;40479108164123
4028;-3702829593822;40419435735804
4029;-3703191678725;40429204762874
4030;-3703403262162;40450480990383
4031;-3703772608642;40477804253084
4032;-3703798929497;40502314110808
4033;-3703829658474;40392423844711
4034;-3704460676173;40355688035454
4035;-3704799776505;40371500227787
4036;-3705552403698;40393780059561
4037;-3705792555202;40455667493026
4038;-3709804769985;40432902074392
4039;-3706026993537;40464947472239
4040;-3706160324042;40348556794867
4041;-3706732028154;40429766951563
4042;-3706762485930;40429719922738
4043;-3706871350303;40393596865010
4044;-3706964803944;40396307848459
4045;-3707264206221;40406901485901
4046;-3708110380816;40394369303931
4047;-3708958162247;40456950462468
4048;-3709093080643;40478415052949
4049;-3740993022497;40409892527108
4050;-3740785779599;40409729191007
4051;-3741094133051;40409699778235
4052;-3712712187105;40458954185725
4053;-3712717664991;40404163991352
4054;-3712923259824;40423533047671
4055;-3713005118874;40397520302097
4056;-3741085314390;40373446599323
4057;-3713014634657;40421825329159
4058;-3713488338306;40457932892131
4059;-3741129974187;40476868697636
4060;-3714473289153;40458182131326
4061;-3714788097117;40337682287874
4062;-3714868387932;40472458483005
4063;-3715683584669;40429669774518
4064;-3715888113293;40440443100398
4066;-3717134719555;40451273771296
4067;-3717504164026;40410016982134
4068;-3717791288359;40427705103100
4069;-3718641553439;40470821522959
4070;-3719670971771;40460630821528
4071;-3719795356388;40374895452793
4072;-3720037186610;40399618060255
4073;-3720305001089;40369997286638
4074;-3720757259426;40419124385949
4075;-3721928501884;40420442979126
4076;-3722029697257;40403796651714
4077;-3722512894081;40472623830702
4078;-3733334666450;40433019201921
4079;-3733337670103;40387438204004
4080;-3736746913734;40410782148295
4081;-3737440845499;40389481941830
4082;-3737687248726;40385691356040
4083;-3739771661167;40393825539900
4084;-3741894268882;40475434088714
4085;-3743075794744;40382397086030
4086;-3746685905669;40362943562782
4087;-3751273615687;40403576697078
4088;-3751394372293;40404431369583
4089;-3753255429767;40395111020966
4090;-3753374337817;40370171412126
4091;-3754417927721;40488381682590
4092;-3755336598666;40362174164806
4093;-3755676830046;40391709471792
4094;-3759313824379;40387365932942
4095;-3759808562496;40401382299972
4096;-3765280884352;40398899194763
4097;-3765752638990;40372064567078
4098;-3582538018986;40475601519146
4099;-3767700736805;40377590061350
4100;-3769008195214;40373616735768
4101;-3772247600575;40394015787154
4102;-3775023498454;40374556164030
4103;-3775626287743;40399044447445
4104;-3792155027395;40378051589971
4105;-3581391354176;40469681499972
4106;-3581799783201;40443923961336
4107;-3582013283159;40476913929465
4108;-3582287117909;40474682689858
4109;-3582330885706;40475310703003
4110;-3583785359115;40465883678558
4111;-3583940141173;40445337840243
4112;-3584461565240;40465378382876
4113;-3584769262883;40442820698718
4114;-3585153795155;40464892220995
4115;-3585761433822;40464428096310
4116;-3586065461389;40447649691924
4117;-3586160223599;40464286982867
4118;-3586188084110;40464527084393
4119;-3586221732673;40443859791270
4120;-3586916575779;40444858091225
4121;-3587693747767;40443072358064
4122;-3588555191632;40462561949786
4123;-3588780495038;40462526387263
4124;-3589546436106;40461825850543
4125;-3590947132397;40461460734239
4126;-3740725925092;40477732997892
4127;-3741541699808;40392470140052
4129;-3740591369840;40383121054415
4130;-3740122753338;40388237540993
4132;-3739966270108;40373738877770
4133;-3739989576216;40409341665539
4134;-3738214149945;40384953194913
4135;-3738272733298;40395409076546
4136;-3738073841087;40410336297979
4137;-3741466643769;40448995119185
4138;-3741602851441;40392470584144
4139;-3738186692745;40438666680489
4140;-3738395934955;40434169655909
4141;-3738090976937;40384959732630
4142;-3591221596313;40461532932386
4143;-3592633161275;40446122723572
4144;-3593483151981;40445446505903
4145;-3593886449130;40461247107741
4146;-3593953887015;40402664443264
4147;-3594172107333;40403959681201
4148;-3594338599553;40459956342222
4149;-3596059497269;40402602160516
4150;-3596604030915;40404116678731
4151;-3597383152094;40458738466885
4152;-3741607292064;40383108998750
4153;-3740241825138;40386174530114
4154;-3740133371595;40389219006593
4155;-3600375979303;40367636055687
4156;-3601136498649;40368049338354
4157;-3601221378488;40368852272613
4158;-3601283948183;40403841875810
4159;-3601414687284;40367911540845
4160;-3601856769925;40453924508415
4161;-3602160392986;40437828756260
4162;-3602324895899;40433517545524
4163;-3602459882155;40368582904580
4164;-3602535190606;40365260603701
4165;-3602834262499;40366388022045
4166;-3603043166475;40438740604136
4167;-3603887802031;40453868932790
4168;-3603978835955;40364908285028
4169;-3604026066218;40424172344014
4170;-3604087746275;40434234555610
4171;-3608758568272;40434945925297
4172;-3604158838683;40423854565873
4173;-3604175470588;40437161004710
4174;-3604543684771;40407561362454
4175;-3604738976980;40366486910977
4176;-3604807147237;40366398644738
4177;-3605055684748;40404020831637
4178;-3605275001644;40423339163863
4179;-3605536903421;40436120841947
4180;-3605987376837;40425098600913
4181;-3606014425285;40366250673036
4182;-3606169870119;40424402376738
4183;-3606185685053;40424640258302
4184;-3606206581801;40434219970828
4185;-3606236871500;40426424691224
4186;-3606266249927;40371558879989
4187;-3606711125426;40404112394355
4188;-3606769321507;40370322582885
4189;-3606886514549;40436323894902
4190;-3607360130714;40367513539941
4191;-3587921083232;40463292402514
4192;-3599526653517;40432274485957
4193;-3600006867901;40432553544064
4194;-3607833879592;40423985445475
4195;-3607968539550;40370563978133
4196;-3608204871848;40368187905722
4197;-3608205105905;40371426830779
4198;-3608240697688;40368087640171
4199;-3609962147720;40410807777831
4200;-3610149798827;40367982225793
4201;-3610392520765;40434849513447
4202;-3610450244192;40423102670027
4203;-3610645593365;40404228340438
4204;-3610671362483;40449858098511
4205;-3610689609176;40407671434468
4206;-3610790744643;40449922128941
4207;-3610842141783;40432790036950
4208;-3610862790827;40421379170142
4209;-3611084222422;40420276812805
4210;-3611270053496;40422008879220
4211;-3611283950243;40421422563137
4212;-3611305612846;40430569301075
4213;-3611326984182;40369482985760
4214;-3611355149108;40409435174663
4215;-3611366631083;40422496069515
4216;-3611425765163;40447150374703
4217;-3611426488419;40422349243651
4218;-3611496772358;40446857756950
4219;-3611509144322;40431725135159
4220;-3611524355605;40423597905099
4221;-3611647184281;40428183789356
4222;-3611750500629;40432856339027
4223;-3669006680539;40419623148974
4224;-3674891632463;40393419379498
4225;-3675016957936;40441537069238
4226;-3611844231557;40446950053567
4227;-3611902865866;40435868546124
4228;-3611979017598;40433460337046
4229;-3612105710119;40420895251082
4230;-3612266810069;40435017034378
4231;-3612292858443;40450643011829
4232;-3582391299954;40474525300541
4233;-3612293144272;40433941598343
4234;-3612373633229;40409338110682
4235;-3612473310511;40435561534185
4236;-3612550055880;40406041480477
4237;-3612861019568;40409182313349
4238;-3612861521415;40407388327885
4239;-3613358357995;40445886363413
4240;-3613500269992;40445892313559
4243;-3617139344982;40379494306002
4244;-3617384963078;40463414732592
4245;-3617457775453;40379465529411
4246;-3617743655843;40457034417973
4247;-3617968404173;40458669940097
4248;-3618314373194;40433862665063
4249;-3618458993875;40443163854798
4250;-3618553630293;40456484801959
4251;-3618580653073;40456866576554
4252;-3618722940559;40396988637448
4253;-3618743314719;40379150271210
4254;-3618850214053;40458712068650
4255;-3619097839011;40378700334159
4256;-3619453139373;40455867216315
