,longitud,latitud
184,-3.7144851438037207,40.414128532800916
185,-3.7231036846379912,40.38548342769186
186,-3.647699064480524,40.4744997039297
187,-3.62637694201389,40.424027429355704
188,-3.713706639790331,40.47130126008875
189,-3.5931938943358435,40.4461448310994
190,-3.6539196686629594,40.4237729599372
191,-3.7414775351854024,40.39359208206571
192,-3.6656852534761524,40.40475177605204
193,-3.686141834760608,40.45259192117068
194,-3.6610749182676416,40.459995136385395
195,-3.7036640889450543,40.45651396796247
196,-3.700735139595676,40.3826195932417
197,-3.6857648552900115,40.4341203612123
198,-3.6725818746486234,40.43228760907322
199,-3.6761645268916583,40.4427551594436
200,-3.746577928936998,40.38572223294047
201,-3.6400423067068313,40.43070281537378
202,-3.764898640227269,40.39839428431787
203,-3.674770620571324,40.466504728292236
204,-3.605561495709211,40.42441784803432
205,-3.6806488830883177,40.40508450228939
206,-3.7215450142038886,40.3730353108441
207,-3.731945324058045,40.43681636075014
208,-3.6956988457073185,40.35683548608302
209,-3.628884087425165,40.46178825026035
210,-3.727496686392694,40.44797353776445
211,-3.660076441923517,40.50168914915403
212,-3.705571413288956,40.50139071629707
213,-3.7078288691127534,40.422300448315795
214,-3.6728078276541973,40.45813568390209
215,-3.6946301256192076,40.36948362395528
216,-3.716297734047423,40.34351145453152
217,-3.7821180445938376,40.37673571125835
218,-3.661157415602518,40.492751399557534
219,-3.7002993010999967,40.496313336115065
220,-3.702768991244454,40.371239665696486
221,-3.6643523108093,40.38880425969815
222,-3.72676215309246,40.424551294013995
223,-3.5856330777528687,40.46466983550261
224,-3.6643466169341563,40.473560178040515
225,-3.667691915540244,40.42082800611636
226,-3.6987581964107603,40.400746272561776
227,-3.635084831615536,40.4013220388459
228,-3.767600684958738,40.38042890302967
229,-3.685253699201833,40.38177654250709
230,-3.74065021632508,40.44702929590612
231,-3.6969291338273162,40.4461806151162
232,-3.741517557395624,40.36785455862555
233,-3.687948607337202,40.45829422244076
234,-3.6679082345198912,40.44517679045183
235,-3.7564804715687123,40.39181679918517
236,-3.713189423147248,40.4531220025265
237,-3.6024246526720334,40.453909786185335
238,-3.67274953928179,40.48445287364286
239,-3.70989032970232,40.38149479624768
240,-3.736060891075498,40.41053508529428
241,-3.677484808062457,40.45190007071356
242,-3.690562778329934,40.35266410750426
243,-3.662022555983519,40.380153778037915
244,-3.7303904669499657,40.406738197884295
245,-3.7157326553571073,40.4439940543809
246,-3.6426481235408716,40.456878834929796
247,-3.7034129857678826,40.47547729102493
248,-3.7226023075414254,40.414659581310374
249,-3.659570629958754,40.48688417015333
250,-3.7092280820054766,40.405187778646535
251,-3.6921787460981963,40.43435068107103
252,-3.7072549007802085,40.463247514424275
253,-3.6787412968444224,40.43717070301418
254,-3.667346724283193,40.430427305957565
255,-3.771505195828315,40.39376073956238
256,-3.740372922081088,40.37414672396327
257,-3.754669270373933,40.3735549182368
258,-3.6142493006430736,40.40771739443483
259,-3.6779023869032956,40.36927592709555
260,-3.615404402112736,40.44193669839931
261,-3.6263904900005346,40.43482470964957
262,-3.6286358518461324,40.4134563979908
263,-3.6918454512200864,40.4453659064431
264,-3.6764077421125276,40.411622624491514
265,-3.7114955179237468,40.39933503749645
266,-3.703485311324034,40.394567234275186
267,-3.63994039945251,40.3957611813862
268,-3.669061026053775,40.509940301089166
269,-3.690855655814945,40.51114363134437
270,-3.6598232326463718,40.43149511708874
271,-3.7274216696442815,40.47177850530894
272,-3.6004170246657465,40.4330799797552
273,-3.6429621330279596,40.437052500963794
274,-3.6930498895147483,40.46594110352629
275,-3.712099418645547,40.373431803015336
276,-3.7085397312189046,40.47957282029053
277,-3.6517134570765446,40.45001542274752
278,-3.6176388956851544,40.38000418524592
279,-3.7069171217548185,40.430674162019685
280,-3.6635693659121578,40.40991856007696
281,-3.7501962899774126,40.46971968850097
282,-3.653814688478832,40.46791528430823
283,-3.6904770073030795,40.424349826104255
284,-3.7667381317806257,40.37216278295546
285,-3.7232575571007325,40.40390867087239
286,-3.6800215735115533,40.46616615933208
287,-3.681274883116466,40.35699370720686
288,-3.690138156120713,40.38772292586816
289,-3.7243005526018402,40.39309998478536
290,-3.683599598798023,40.4825755923159
291,-3.6940595473483033,40.45621533909527
292,-3.638070954737581,40.38655598292629
293,-3.686163999269189,40.46890873040911
294,-3.696357283028912,40.38231099720929
295,-3.6543355855374435,40.44311767502971
296,-3.6726754684838516,40.43982305158651
297,-3.725002421071837,40.49332274605356
298,-3.659948648947081,40.39258285430931
299,-3.637281445680242,40.4230553515405
