,longitud,latitud
0,-3.644235422420084,40.38857300310995
1,-3.7204495998997933,40.47247250619204
2,-3.731668319895716,40.38839333574217
3,-3.6765107270764257,40.45893362376689
4,-3.6246669864883434,40.454567372996905
5,-3.690051587302003,40.40746360052948
6,-3.782502159336366,40.46015648037753
7,-3.646324605539202,40.428473401422735
8,-3.6855623161730637,40.363519125274635
9,-3.713246261311638,40.422914088818246
10,-3.6892068622030765,40.49153989474695
11,-3.792232995284195,40.378167340298226
12,-3.6681004786025264,40.49517060538224
13,-3.6240362013507252,40.41810329474208
14,-3.748279381262572,40.37529578396496
15,-3.67637447891814,40.3926858087552
16,-3.668866013120826,40.436091192023596
17,-3.755621703101411,40.39710502685666
18,-3.692148097695464,40.440197917176036
19,-3.703240732338264,40.45066423461568
20,-3.6079151361170037,40.36933165687246
21,-3.707254282532377,40.341659299834056
22,-3.5820799451911047,40.47379456832211
23,-3.708216561445074,40.394384882591666
24,-3.6666486980041344,40.467580665960654
25,-3.726651215849922,40.4399665491566
26,-3.675624114599555,40.41885287690969
27,-3.620990309913624,40.43451971698483
28,-3.7199258622297497,40.495912587819866
29,-3.6587322929606714,40.41156346549957
30,-3.7292056390113957,40.41326655708632
31,-3.690745779307204,40.38299772742991
32,-3.712818252558497,40.47691871549222
33,-3.7390928325601944,40.4761549000916
34,-3.65573001638323,40.4557044498316
35,-3.761381258243391,40.363923973390236
36,-3.820396551172703,40.468939067506504
37,-3.685751346242508,40.46521450942714
38,-3.7159840162468396,40.38636034686571
39,-3.640653690859773,40.46302720926944
40,-3.7055980462129128,40.504835215305185
41,-3.626148159045585,40.38210357828008
42,-3.6370105191462163,40.4385690301597
43,-3.664850153980691,40.39555083297891
44,-3.584580182918317,40.444222742916686
45,-3.662577137145555,40.483342084804406
46,-3.7153893358693257,40.407420283802786
47,-3.6084201773546924,40.406519847206525
48,-3.7141154886840644,40.43122248655628
49,-3.774433026623602,40.39789480306547
50,-3.659866261202265,40.4268343847466
51,-3.611047650905732,40.448032814618195
52,-3.6939451557719676,40.41958257953745
53,-3.6967853563837716,40.3663298211113
54,-3.7451529240883534,40.45721910770423
55,-3.659368166854055,40.44018620797326
56,-3.7402073831330673,40.386136385230294
57,-3.6973914614970593,40.46030136250948
58,-3.6113647354453757,40.42187860415095
59,-3.714309350466722,40.36674906199478
60,-3.7188119799892867,40.46258383614209
61,-3.767082532053765,40.391790416663255
62,-3.6516176192434266,40.3834146255016
63,-3.698350925324129,40.4748243258212
64,-3.661556856805354,40.45243795017086
65,-3.673323878712517,40.4044546998469
66,-3.6798048867256283,40.43034578916248
67,-3.6649563059973254,40.5058601316285
68,-3.674935364158393,40.47307083028669
69,-3.701609130751329,40.404512399262686
70,-3.7733704939048835,40.375529668878855
71,-3.6814753982132755,40.448150016308716
72,-3.5918323815324587,40.46123122138341
73,-3.6430546239341792,40.4079962914917
74,-3.68683243279425,40.49927753675617
75,-3.7331281586577654,40.37606828583456
76,-3.6304820642319426,40.40725711487903
77,-3.605028028594172,40.4363464061575
78,-3.732459846381539,40.43021238878161
79,-3.6302990632108396,40.42607309298196
80,-3.699268480360508,40.428872264531364
81,-3.7454850731780835,40.40111008360967
82,-3.729415366332424,40.45788685359316
83,-3.6893351411232924,40.48151712157679
84,-3.6530253622705007,40.495371693940186
85,-3.696517068536638,40.396430837406115
86,-3.709412007820518,40.44770650386644
87,-3.650753974085853,40.46330438102936
88,-3.729067461215293,40.48895981093536
89,-3.7744056950346767,40.45135175951856
90,-3.6968321573507303,40.45128377510057
91,-3.6913300279266164,40.45277164640813
92,-3.7176121988884545,40.39895061246649
93,-3.708571060823827,40.48507334824993
94,-3.6414282270695013,40.46999017655813
95,-3.707878805746042,40.413589618861785
96,-3.6805475363401876,40.42303013857937
97,-3.7095825868626564,40.46794011024825
98,-3.6982928818461587,40.50404789883845
99,-3.7209071082864402,40.41951995611293
100,-3.6680557132178757,40.4512726379063
101,-3.6459098978338633,40.445109342661766
102,-3.699666035096559,40.388330238520986
103,-3.6358401977192725,40.46452316824037
104,-3.7444043673999885,40.363426515503605
105,-3.6830846939161583,40.39744975321268
106,-3.703662595807545,40.356809158551926
107,-3.7596640925790052,40.40137550836862
108,-3.6220033688076483,40.39531638403419
109,-3.6678126025602547,40.47782196081192
110,-3.6697515355541457,40.383337126581985
111,-3.6980416549003303,40.48677272952835
112,-3.6692615806629467,40.41604864376684
113,-3.715512555061285,40.48228838978452
114,-3.65489597040027,40.47501696347822
115,-3.6382422960499827,40.47667866151519
116,-3.6243771972614462,40.44440082994951
117,-3.712954778049791,40.33431521418298
118,-3.7541859388679,40.488452799442534
119,-3.7185108167143577,40.43575217578564
120,-3.601839661681332,40.36629591620794
121,-3.5960900143883383,40.40351440640595
122,-3.6585987953075336,40.419275623942646
123,-3.677971432117805,40.51013073370412
124,-3.761101511068545,40.3853920102466
125,-3.7138792683741064,40.39712925647911
126,-3.726693826046152,40.38034649383882
127,-3.633253439498216,40.43172373658372
128,-3.790552281049701,40.45985966766523
129,-3.638762095686226,40.37594381855838
130,-3.676266275327896,40.34931791690392
131,-3.6419003568527626,40.393101888011756
132,-3.617388646557071,40.45908626182009
133,-3.7427467112089907,40.408293706158865
134,-3.6670036032039763,40.460634210103166
135,-3.683168127316858,40.43927885468247
136,-3.651689536228342,40.402556385906784
137,-3.7379926539288606,40.435357274670785
138,-3.669584767811723,40.408716150200306
139,-3.69190371992871,40.46081655101402
140,-3.71539709595074,40.337640421443055
141,-3.698566186594835,40.349931049505514
142,-3.6902385850799284,40.414671374073734
143,-3.685985002092204,40.4280639248395
144,-3.783205730132205,40.38496473252755
145,-3.7329824025234197,40.3995367249861
146,-3.652256419037183,40.4122309186106
147,-3.6513511626248087,40.374189235313885
148,-3.681912632551445,40.38776244143793
149,-3.693914552245589,40.3742103133093
150,-3.6616548634650252,40.435750180190745
151,-3.65520137036278,40.43341285950848
152,-3.70021746009093,40.435836701965634
153,-3.6742222196662646,40.4808560708637
154,-3.673137272697596,40.42561906510193
155,-3.74621125899287,40.474444572406306
156,-3.7125820336523154,40.45740010559929
157,-3.692588750891411,40.36252768440548
158,-3.6317759775278917,40.38365856400153
159,-3.6938957130086276,40.391363029361834
160,-3.669104626765237,40.39864078623242
161,-3.6854277598186287,40.50602188246933
162,-3.6811288511336433,40.45833405803897
163,-3.721528149501447,40.410238912731614
164,-3.7082978905514863,40.440099279580274
165,-3.6941868039379866,40.403992774476436
166,-3.704955785946731,40.348629347287336
167,-3.6513071036844,40.39140916716156
168,-3.7033140296708535,40.48133520116278
169,-3.6872429568184275,40.475152597395905
170,-3.6515383105646233,40.488230018922536
171,-3.661616930675577,40.44457579781231
172,-3.611648629996672,40.433259433362764
173,-3.7750852266502863,40.36463950749794
174,-3.8337653217685683,40.47390705269777
175,-3.723857215242208,40.48010024501316
176,-3.67185140630001,40.50101223680106
177,-3.752324631248824,40.404623888449386
178,-3.6214603887355707,40.43794505143369
179,-3.648511275431963,40.43456609038137
180,-3.753207805240357,40.36292824082659
181,-3.6996967322452057,40.41683831708981
182,-3.7807859214121127,40.453910682733216
183,-3.7195475815726837,40.42898902627708
